CUSTOMER_TYPE,ACC_NAME,ACC_ID,CORE_FLAG,INTERACTIN_TYPE,MEEING_TYPE,SCORE,KOL_RATING,CALL_STATUS,ACTIVTY,REGION,THERAPY,MSL_DESIGNATION,MSL_NAME,MSL_ID,CALL_ID,CREATE_DATE,ADDRESS,CITY,COUNTRY
HCP,Barrett Thurlow,aa10jh9750F704823CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSxlmIYE,03-02-2024,65 Arkansas Point,Miami,United States
HCP,Dyana Tryme,aa10jh9793H710984CvDZSMN,Core OL,In person,MSL Commercial,Potential,0.791480231,Interacted,Scientific Priority 2,US,Therapy 2,MSL Manager,Jorge,1293Q881236LqRGDI0,t77TS98995YSxoQIYS,23-05-2024,7960 Meadow Vale Alley,Miami,United States
HCP,Angie Duddell,aa10jh9489W686299CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSxEYIYS,20-04-2024,48 Sommers Avenue,Miami,United States
HCP,Elvin McMenemy,aa10jh9819Q757587CvDZSMN,Core OL,Mail,Ad Board,Potential,0.768870782,Interacted,Scientific Priority 1,US,Therapy 2,MSL Manager,Jorge,1293Q881236LqRGDI0,t77TS98995YSxEkIYE,11-01-2024,8 Sutteridge Way,Midland,United States
HCP,Mamie Greenlees,aa10jh9944T721180CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Jorge,1293Q881236LqRGDI0,t77TS98995YSxlwIYE,19-04-2024,7729 Colorado Lane,Midland,United States
HCP,Joya Pavitt,aa10jh9973H762492CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Jorge,1293Q881236LqRGDI0,t77TS98995YSxsIIYS,29-02-2024,0 Novick Alley,Midland,United States
HCP,Seka Tackett,aa10jh9606X657384CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Planned,Scientific Priority 4,US,Therapy 1,MSL,Jorge,1293Q881236LqRGDI0,t77TS98995YSxt1IYE,22-05-2024,69364 Donald Plaza,Milwaukee,United States
HCP,Tully Walasik,aa10jh9841H674162CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Jorge,1293Q881236LqRGDI0,t77TS98995YSxtGIYS,05-06-2024,862 Butternut Alley,Milwaukee,United States
HCP,Adriena Halsworth,aa10jh9427R676838CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxtfIYE,11-04-2024,52 Tennyson Road,Minneapolis,United States
HCP,Mabel Georgescu,aa10jh9598H782318CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxiEIYS,17-03-2024,23 Maple Point,Minneapolis,United States
HCP,Lucita Turban,aa10jh9163C728245CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxieIYE,18-03-2024,99266 Anderson Hill,Minneapolis,United States
HCP,Marlowe Wase,aa10jh9423I695163CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxfNIYS,17-02-2024,8330 Melody Road,Minneapolis,United States
HCP,Lalo Taffurelli,aa10jh9902L697730CvDZSMN,Core OL,Online,MSL Commercial,International,0.5651307,Interacted,Scientific Priority 1,US,Therapy 3,MSL Manager,Jorge,1293Q881236LqRGDI0,t77TS98995YSxfNIYS,09-06-2024,08483 Bultman Plaza,Minneapolis,United States
HCP,Adrienne Margram,aa10jh9052H768294CvDZSMN,Core OL,In person,Congress,Potential,0.756280959,Interacted,Scientific Priority 4,US,Therapy 2,MSL Manager,Jorge,1293Q881236LqRGDI0,t77TS98995YSxiyIYE,11-01-2024,1 Northwestern Avenue,Minneapolis,United States
HCP,Davida Chooter,aa10jh9126P784207CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxEiIYE,01-02-2024,82105 Buell Hill,Minneapolis,United States
HCP,Brittani Dupey,aa10jh9350W743140CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 2,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxqJIYS,04-04-2024,1430 American Ash Hill,Minneapolis,United States
HCP,Amelita Shill,aa10jh9665L657642CvDZSMN,Core OL,In person,Congress,National,0.514590066,Interacted,Scientific Priority 2,US,Therapy 1,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxvSIYE,21-06-2024,56651 Crowley Junction,Minneapolis,United States
HCP,Natasha Mateuszczyk,aa10jh9836S732054CvDZSMN,Core OL,Call,MSL Led Scientific Meeting,Potential,0.446370786,Planned,Scientific Priority 2,US,Therapy 2,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxl8IYE,13-03-2024,81046 Cambridge Parkway,Minneapolis,United States
HCP,Zorana Junkin,aa10jh9037K720444CvDZSMN,Non Core OL,Mail,Ad Board,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSxyNIYS,04-04-2024,4597 Amoth Park,Minneapolis,United States
HCP,Shay Caught,aa10jh9630C699971CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,International,0.630209071,Planned,Scientific Priority 2,US,Therapy 2,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxywIYE,04-04-2024,33902 Katie Way,Minneapolis,United States
HCP,Dyana Weigh,aa10jh9208G735206CvDZSMN,Core OL,Online,Ad Board,Potential,0.534111761,Interacted,Scientific Priority 4,US,Therapy 2,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxSEIYS,04-06-2024,9 Memorial Park,Mobile,United States
HCP,Katerine Melbourne,aa10jh9164Q767559CvDZSMN,Core OL,Call,Congress,Potential,0.728378838,Interacted,Scientific Priority 3,US,Therapy 1,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxv8IYE,28-01-2024,2 Claremont Drive,Mobile,United States
HCP,Kevina Harrowsmith,aa10jh9479Q664436CvDZSMN,Core OL,Mail,MSL Led Scientific Meeting,International,0.528151554,Interacted,Scientific Priority 3,US,Therapy 3,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxlDIYS,02-04-2024,7733 Hanson Crossing,Mobile,United States
HCP,Keith Upson,aa10jh9674O795986CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Planned,Scientific Priority 3,US,Therapy 3,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSy0eIYE,02-07-2024,92617 Clemons Trail,Mobile,United States
HCP,Delmer Cusiter,aa10jh9712Q690844CvDZSMN,Core OL,Call,Congress,International,0.57689734,Interacted,Scientific Priority 3,US,Therapy 2,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxEJIYS,31-03-2024,796 Mitchell Street,Mobile,United States
HCP,Magdaia Dupoy,aa10jh9503D795334CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSy1OIYS,19-03-2024,21 Randy Trail,Mobile,United States
HCP,Ondrea Sinson,aa10jh9686Q650392CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Morgan,1293Q881236LqRYDI0,t77TS98995YSy1rIYE,22-04-2024,5 Riverside Place,Mobile,United States
HCP,Aurora Gregoire,aa10jh9890K694543CvDZSMN,Core OL,Online,Ad Board,International,0.718306409,Interacted,Scientific Priority 1,US,Therapy 1,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxv3IYE,26-05-2024,9649 Anniversary Circle,Mobile,United States
HCP,Gavin McGlade,aa10jh9224Z724632CvDZSMN,Non Core OL,In person,MSL Commercial,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy2hIYE,02-02-2024,62170 Dennis Road,Modesto,United States
HCP,Thoma Bolingbroke,aa10jh9464U794652CvDZSMN,Core OL,Mail,Congress,National,0.734985619,Interacted,Scientific Priority 2,US,Therapy 3,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy36IYE,26-05-2024,8 Loftsgordon Court,Montgomery,United States
HCP,Enrica Vaneev,aa10jh9114W723944CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy1hIYE,09-03-2024,87218 Brown Parkway,Monticello,United States
HCP,Demetria Coutthart,aa10jh9595S715462CvDZSMN,Non Core OL,Online,Congress,,,Planned,Scientific Priority 4,US,Therapy 1,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSxvrIYE,26-01-2024,0 North Court,Monticello,United States
HCP,Vaughn Ormesher,aa10jh9790S664221CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSxwGIYS,22-02-2024,6 Vernon Way,Montpelier,United States
HCP,Dov Bakster,aa10jh9350M724616CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,Potential,0.545671576,Planned,Scientific Priority 1,US,Therapy 1,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy3fIYE,09-02-2024,99562 Clyde Gallagher Way,Muskegon,United States
HCP,Daniele Johncey,aa10jh9067W672062CvDZSMN,Non Core OL,In person,Ad Board,,,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy3iIYE,16-05-2024,9318 Waubesa Plaza,Naples,United States
HCP,Neron Polendine,aa10jh9306I685706CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy3EIYE,15-06-2024,55854 7th Place,Naples,United States
HCP,Nikolia Thickins,aa10jh9203M744257CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy4YIYS,12-04-2024,920 Sloan Center,Naples,United States
HCP,Aristotle Tranfield,aa10jh9056T668978CvDZSMN,Core OL,Mail,Ad Board,National,0.557694785,Interacted,Scientific Priority 4,US,Therapy 3,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy4iIYE,01-07-2024,2191 Delaware Terrace,New Bedford,United States
HCP,Devi Beeton,aa10jh9399T748853CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy4nIYE,02-01-2024,84 Sunbrook Park,New Castle,United States
HCP,Sandi Wolsey,aa10jh9408G722377CvDZSMN,Core OL,Mail,Congress,Sub-national,0.46304917,Interacted,Scientific Priority 3,US,Therapy 3,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy4xIYE,11-03-2024,88454 Anderson Road,New Haven,United States
HCP,Modesty Swannick,aa10jh9126E773412CvDZSMN,Core OL,In person,MSL Commercial,International,0.498629216,Planned,Scientific Priority 2,US,Therapy 1,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy52IYE,08-04-2024,946 Stang Street,New Haven,United States
HCP,Fredelia Whayman,aa10jh9990I655208CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy5WIYS,15-04-2024,466 Mccormick Way,New Hyde Park,United States
HCP,Jephthah Massel,aa10jh9175H716152CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy5SIYS,28-03-2024,5954 Monument Way,New Orleans,United States
HCP,Thomasa Capsey,aa10jh9718A663841CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Planned,Scientific Priority 1,US,Therapy 2,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSy65IYE,17-06-2024,4 Troy Court,New Orleans,United States
HCP,Annamarie Basson,aa10jh9613Y771696CvDZSMN,Core OL,Mail,MSL Commercial,International,0.674281483,Interacted,Scientific Priority 3,US,Therapy 3,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSxxEIYE,01-05-2024,40949 Lakewood Gardens Place,New Orleans,United States
HCP,Almira Mulchrone,aa10jh9118Q742756CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Alen,1293Q8812373uiPDIQ,t77TS98995YSxdLIYS,07-03-2024,1342 Cherokee Terrace,New Orleans,United States
HCP,Harlene Winborn,aa10jh9721E657419CvDZSMN,Core OL,In person,Ad Board,International,0.750031816,Interacted,Scientific Priority 4,US,Therapy 2,MSL Manager,Alen,1293Q8812373uiPDIQ,t77TS98995YSy9eIYE,20-06-2024,9 Manitowish Trail,New Orleans,United States
HCP,Fernandina Woolam,aa10jh9902O677458CvDZSMN,Non Core OL,Online,Ad Board,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy9tIYE,09-04-2024,97713 Northport Center,New York City,United States
HCP,Judie McFadyen,aa10jh9977E742188CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy9yIYE,09-01-2024,9 Springview Road,New York City,United States
HCP,Alfy Slark,aa10jh9427G707528CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy9EIYS,24-05-2024,8186 Spaight Street,New York City,United States
HCP,Roldan McKinie,aa10jh9202N680534CvDZSMN,Non Core OL,Call,Ad Board,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSyY8IYJ,01-06-2024,75866 Muir Court,New York City,United States
HCP,Raymond Culter,aa10jh9437P674035CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy2wIYE,15-05-2024,50 Old Gate Plaza,New York City,United States
HCP,Blair Jaskiewicz,aa10jh9970Y699938CvDZSMN,Core OL,Mail,MSL Commercial,National,0.633511448,Planned,Scientific Priority 3,US,Therapy 1,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YSyEVIYS,06-07-2024,67 Hollow Ridge Parkway,New York City,United States
HCP,Augustus Daughton,aa10jh9786W705032CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSyEEIYJ,22-03-2024,10 Upham Place,New York City,United States
HCP,Lawton Jaksic,aa10jh9690I746113CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Planned,Scientific Priority 2,US,Therapy 2,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSyESIYJ,28-02-2024,856 Bluestem Court,New York City,United States
HCP,Fleming Whicher,aa10jh9878H786808CvDZSMN,Non Core OL,Mail,Congress,,,Planned,Scientific Priority 3,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSxtVIYS,15-02-2024,18802 Corry Circle,New York City,United States
HCP,Anthia McLeish,aa10jh9762C773642CvDZSMN,Non Core OL,Online,Ad Board,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy5HIYS,27-04-2024,314 Nelson Center,New York City,United States
HCP,Tarra Philpott,aa10jh9299F668386CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy6eIYE,17-02-2024,1920 Bluestem Court,New York City,United States
HCP,Joline Moden,aa10jh9523V729227CvDZSMN,Core OL,Call,Ad Board,International,0.581000569,Interacted,Scientific Priority 4,US,Therapy 1,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YSyYSIYS,05-04-2024,1341 Thackeray Crossing,New York City,United States
HCP,Zsazsa Owers,aa10jh9241P723526CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995Ywyw5IYE,13-07-2024,01218 Mitchell Park,New York City,United States
HCP,Cozmo Yelding,aa10jh9957Q766171CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 4,US,Therapy 2,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwywEIYS,06-05-2024,92143 Forest Way,New York City,United States
HCP,Westbrooke Wellwood,aa10jh9016E678538CvDZSMN,Core OL,Online,MSL Commercial,National,0.575890065,Planned,Scientific Priority 1,US,Therapy 2,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995Ywyx1IYE,12-04-2024,3754 Algoma Drive,New York City,United States
HCP,Marie-ann Litel,aa10jh9581S779961CvDZSMN,Non Core OL,In person,Ad Board,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995Ywyx6IYE,14-04-2024,99169 Rutledge Street,New York City,United States
HCP,Imojean McMeeking,aa10jh9051L710915CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyxEIYS,27-02-2024,65 Ludington Center,New York City,United States
HCP,Jorey Fleckno,aa10jh9218X667177CvDZSMN,Core OL,In person,MSL Commercial,Sub-national,0.61084189,Interacted,Scientific Priority 4,US,Therapy 1,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwyxLIYS,06-05-2024,16182 Declaration Court,New York City,United States
HCP,Winny Ludford,aa10jh9424J793585CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyxSIYE,18-06-2024,736 Huxley Avenue,New York City,United States
HCP,Ellswerth Blaydon,aa10jh9542D720239CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSyYDIYS,08-01-2024,85 Scoville Place,New York City,United States
HCP,Benedict Halifax,aa10jh9266G759279CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyxYIYE,10-04-2024,037 Sloan Pass,New York City,United States
HCP,Allissa Luisetti,aa10jh9216Z789479CvDZSMN,Non Core OL,Online,MSL Commercial,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyxfIYE,13-02-2024,7 Messerschmidt Alley,New York City,United States
HCP,Sheree Brumble,aa10jh9856L688233CvDZSMN,Core OL,Online,Ad Board,National,0.586281865,Interacted,Scientific Priority 3,US,Therapy 3,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS05IYE,04-07-2024,81 American Park,New York City,United States
HCP,Daniele Tookill,aa10jh9342J697944CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyyTIYS,23-03-2024,97 Superior Park,New York City,United States
HCP,Rustie Peealess,aa10jh9909B681977CvDZSMN,Core OL,Mail,MSL Commercial,National,0.582919182,Interacted,Scientific Priority 1,US,Therapy 3,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS0KIYS,14-01-2024,894 Dorton Circle,New York City,United States
HCP,Cheston Clineck,aa10jh9689R663150CvDZSMN,Non Core OL,In person,MSL Commercial,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSy0YIYS,10-03-2024,2520 Lawn Lane,New York City,United States
HCP,Dannel Cornford,aa10jh9830O713336CvDZSMN,Core OL,Online,Ad Board,Sub-national,0.724683688,Interacted,Scientific Priority 4,US,Therapy 2,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS0eIYE,07-06-2024,3951 Maple Circle,Newark,United States
HCP,Raffaello Torri,aa10jh9375T755401CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwS0oIYE,26-05-2024,019 Riverside Circle,Newark,United States
HCP,Lannie Pache,aa10jh9987I774012CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwS0tIYE,21-04-2024,0 Dovetail Avenue,Newark,United States
HCP,Elke Innocenti,aa10jh9101Q734535CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Planned,Scientific Priority 4,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YwyvEIYE,07-01-2024,991 Manitowish Parkway,Newark,United States
HCP,Kim Wilbor,aa10jh9127U700914CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Planned,Scientific Priority 2,US,Therapy 2,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSxS9IYJ,06-06-2024,192 Esker Place,Newark,United States
HCP,Creight Atterbury,aa10jh9667G701989CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Dimtri,1293Q881236LqelDIC,t77TS98995YSxS9IYJ,26-06-2024,681 Mockingbird Crossing,Newark,United States
HCP,Sabine Antognetti,aa10jh9670J799769CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSxS9IYJ,07-04-2024,0 Monterey Terrace,Newport Beach,United States
HCP,Milton Gryglewski,aa10jh9852K712293CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS1SIYS,19-03-2024,13 Pawling Crossing,Norfolk,United States
HCP,Barbi Cathcart,aa10jh9869M674282CvDZSMN,Non Core OL,In person,Ad Board,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSy8VIYS,17-02-2024,5 Lunder Place,Norfolk,United States
HCP,Mirna Tamsett,aa10jh9462C735976CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSy8VIYS,14-04-2024,54237 Coleman Plaza,Norfolk,United States
HCP,Anthony Cordy,aa10jh9758X708617CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSy8VIYS,01-07-2024,13278 Dottie Plaza,Norfolk,United States
HCP,Hermon Prosch,aa10jh9015F716190CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSy8VIYS,26-02-2024,69 Holmberg Junction,Norman,United States
HCP,Halimeda Wren,aa10jh9513S690196CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS1hIYE,23-03-2024,1826 Esker Parkway,Norman,United States
HCP,Kelli Van de Velde,aa10jh9265A711632CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,Potential,0.665418174,Interacted,Scientific Priority 4,US,Therapy 3,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS1hIYE,15-02-2024,600 Saint Paul Point,North Hollywood,United States
HCP,Terrye Bullimore,aa10jh9158C706834CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,Sub-national,0.536573372,Interacted,Scientific Priority 1,US,Therapy 1,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS1hIYE,09-04-2024,3809 Tony Circle,North Las Vegas,United States
HCP,Vin Matyukon,aa10jh9629L737756CvDZSMN,Core OL,Mail,Congress,National,0.40678594,Interacted,Scientific Priority 2,US,Therapy 3,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS1mIYE,23-03-2024,0954 Waywood Circle,North Las Vegas,United States
HCP,Chet Clark,aa10jh9593A792381CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,Sub-national,0.439773762,Interacted,Scientific Priority 4,US,Therapy 2,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS1mIYE,15-04-2024,93767 Kim Terrace,North Las Vegas,United States
HCP,Arlin Stowe,aa10jh9728W716662CvDZSMN,Non Core OL,Call,Ad Board,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS1mIYE,25-05-2024,1054 Washington Crossing,North Port,United States
HCP,Margarete Cunnah,aa10jh9003A758117CvDZSMN,Core OL,Call,MSL Led Scientific Meeting,National,0.674560461,Interacted,Scientific Priority 1,US,Therapy 2,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YSy8QIYS,01-03-2024,01364 Summit Plaza,Norwalk,United States
HCP,Nanine Morrell,aa10jh9780O712285CvDZSMN,Core OL,Mail,MSL Led Scientific Meeting,National,0.406052615,Interacted,Scientific Priority 2,US,Therapy 2,MSL Manager,Glen,1293Q881236LqRJDI0,t77TS98995YwS2UIYS,13-06-2024,768 Hazelcrest Park,Oakland,United States
HCP,Gnni Smerdon,aa10jh9648P748896CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 4,US,Therapy 2,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YSy1XIYS,02-02-2024,202 Thompson Crossing,Oakland,United States
HCP,Henrie Rounsefull,aa10jh9617D650451CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS2oIYE,18-06-2024,8 Clarendon Parkway,Ocala,United States
HCP,Jeffry Iacabucci,aa10jh9208Q798608CvDZSMN,Non Core OL,Online,MSL Commercial,,,Planned,Scientific Priority 4,US,Therapy 1,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS2tIYE,21-05-2024,170 Debra Trail,Ocala,United States
HCP,Jarret Bettlestone,aa10jh9570S706453CvDZSMN,Non Core OL,In person,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Glen,1293Q881236LqRJDI0,t77TS98995YwS3IIYS,11-07-2024,3 Springview Junction,Ocala,United States
