THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 2,Therapy-1454805,Compound 3,Category4,0029y00000YS52uAAD,Indication 3,v78TR98995YRuwOIYR,Topic 2,Aspect 4,AL238839,Submitted,Face to Face,1293Q881236LqcJDIS,12,"Tuesday, August 8, 2023",Damiano Wolfenden,,247629206
Therapy 2,Therapy-1454036,Compound 3,Category4,0029y00000YRKbWAAX,Indication 3,v78TR98995YRuvfIYE,Topic 2,Aspect 4,AL239734,Submitted,Face to Face,1293Q881236UtQ9DIK,1,"Friday, August 25, 2023",Karly Jillard,Others,259051854
Therapy 2,Therapy-1454035,Compound 3,Category4,0029y00000YRKbWAAX,Indication 3,v78TR98995YRv8FIYR,Topic 2,Aspect 4,AL239734,Submitted,Face to Face,1293Q881236LqcJDIS,20,"Friday, August 25, 2023",Edan Tesimon,Others,278560020
Therapy 2,Therapy-1454127,Compound 3,Category4,0029y00000YRbqFAAT,Indication 3,v78TR98995YRvNEIYR,Topic 2,Aspect 4,AL239972,Submitted,Telephone,1293Q881236LqRjDIK,5,"Thursday, August 31, 2023",Ashil Baise,,290406731
Therapy 2,Therapy-1454225,Compound 3,Category4,0029y00000YQb5vAAD,Indication 3,v78TR98995YRvNEIYJ,Topic 2,Aspect 4,AL730185,Submitted,Face to Face,1293Q881236LqcJDIS,27,"Friday, September 8, 2023",Donall Piele,Others,298052836
Therapy 2,Therapy-1454510,Compound 3,Category4,0029y00000g1NFIAA2,Indication 3,v78TR98995YRvNYIYJ,Topic 2,Aspect 4,AL731305,Submitted,Telephone,1293Q881236LqcJDIS,7,"Friday, September 29, 2023",Dionisio Kubica,Others,224499611
Therapy 2,Therapy-1454718,Compound 3,Category4,0029y00000g1UzgAAE,Indication 3,v78TR98995YRvRDIYR,Topic 2,Aspect 4,AL731729,Submitted,Face to Face,1293Q881236LqcJDIS,27,"Friday, October 6, 2023",Consalve Spitaro,Others,275559103
Therapy 2,Therapy-1454723,Compound 3,Category4,0029y00000g1UzgAAE,Indication 3,v78TR98995YRvRrIYJ,Topic 2,Aspect 4,AL731729,Submitted,Face to Face,1293Q881236LqcJDIS,17,"Friday, October 6, 2023",Raynell Farlambe,Others,272061421
Therapy 2,Therapy-1454795,Compound 3,Category4,0029y00000YS8anAAD,Indication 3,v78TR98995YRvSGIYR,Topic 2,Aspect 4,AL731803,Submitted,Telephone,1293Q881236LqcJDIS,6,"Wednesday, October 11, 2023",Dougie Charity,,253521431
Therapy 2,Therapy-921087,Compound 3,Category4,0029y00000g1JAnAAM,Indication 3,v78TR98995YRvX8IYJ,Topic 2,Aspect 4,AL732730,Submitted,Face to Face,1293Q881236UtQ9DIK,1,"Friday, October 27, 2023",Charline Callister,TL,295336098
Therapy 2,Therapy-921256,Compound 3,Category4,0029y00000YRvIIAA1,Indication 3,v78TR98995YRuw4IYE,Topic 2,Aspect 4,AL732843,Submitted,Telephone,1293Q881236LqcJDIS,14,"Thursday, November 9, 2023",Jerrilyn Gomer,,263381988
Therapy 2,Therapy-921257,Compound 3,Category4,0029y00000YRvIIAA1,Indication 3,v78TR98995YRvQRIYR,Topic 2,Aspect 4,AL732843,Submitted,Telephone,1293Q881236LqcJDIS,12,"Thursday, November 9, 2023",Philly Renzini,,239844527
Therapy 2,Therapy-921255,Compound 3,Category4,0029y00000YRvIIAA1,Indication 3,v78TR98995YRum8IYE,Topic 2,Aspect 4,AL732843,Submitted,Telephone,1293Q881236LqcJDIS,17,"Thursday, November 9, 2023",Dee Malek,,229721878
Therapy 2,Therapy-921275,Compound 3,Category4,0029y00000g1GAAAA2,Indication 3,v78TR98995YRvovIYE,Topic 2,Aspect 4,AL733182,Submitted,Face to Face,1293Q88123708K2DII,19,"Thursday, November 9, 2023",Bobbie Dobbyn,TL,297304885
Therapy 2,Therapy-921739,Compound 3,Category4,0029y00000m6JESAA2,Indication 3,v78TR98995YRvqhIYE,Topic 3,Aspect 4,AL734206,Submitted,Telephone,1293Q881236LqRjDIK,18,"Wednesday, December 13, 2023",Udell Harg,Others,236761705
Therapy 3,Therapy-979837,Compound 1,Category 1,0029y00000a1ABCDE6,Indication 2,v78TR98995YRvqmIYE,Topic 2,Aspect 3,AL791589,Submitted,VC,1293Q881236LqRjDIK,11,06.04.2024,Scott Smith,Others,308791967
Therapy 3,Therapy-979685,Compound 2,Category 2,0029y00000b2FGHIJ5,Indication 3,v78TR98995YRvsiIYE,Topic 4,Aspect 1,AL789273,Submitted,Telephone,1293Q881236LqRjDIK,24,08.06.2024,Paule Michel,TL,308792030
Therapy 3,Therapy-984694,Compound 3,Category 3,0029y00000c3KLMNO4,Indication 1,v78TR98995YRvtvIYE,Topic 3,Aspect 2,AL786598,Submitted,Face 2 Face,1293Q881236UtQ9DIK,4,10.03.2024,Goddard Musker,Others,308792175
Therapy 3,Therapy-982171,Compound 1,Category 4,0029y00000d4PQRST9,Indication 2,v78TR98995YRvRkIYJ,Topic 2,Aspect 3,AL789346,Submitted,VC,1293Q881236LqcJDIS,15,17.05.2024,Leicester Vouls,TL,308792118
Therapy 3,Therapy-985943,Compound 2,Category 1,0029y00000e5UVWXY1,Indication 3,v78TR98995YRvrLIYR,Topic 1,Aspect 1,AL791787,Submitted,Telephone,1293Q881236UtQ9DIK,1,01.03.2024,Rozamond Ghidelli,Others,308791864
Therapy 3,Therapy-987349,Compound 1,Category 2,0029y00000f6ZABCDE2,Indication 1,v78TR98995YRw3EIYE,Topic 3,Aspect 3,AL789738,Submitted,VC,1293Q881236LqRGDI0,27,21.04.2024,Rubin Jepp,Others,308791990
Therapy 3,Therapy-985057,Compound 3,Category 3,0029y00000g7FGHIJ8,Indication 2,v78TR98995YRvFXIYR,Topic 2,Aspect 2,AL786466,Submitted,Telephone,1293Q881236LqcJDIS,15,27.01.2024,Clerissa Jewar,Others,308792107
Therapy 3,Therapy-986672,Compound 2,Category 1,0029y00000h8KLMNO3,Indication 3,v78TR98995YRwRGIYR,Topic 4,Aspect 4,AL788260,Submitted,Telephone,1293Q881236UtQ9DIK,29,21.04.2024,Saunderson Corkish,Others,308791909
Therapy 3,Therapy-981339,Compound 1,Category 4,0029y00000i9PQRST0,Indication 1,v78TR98995YRw8wIYE,Topic 3,Aspect 4,AL789690,Submitted,Telephone,889QC45452M3RlrIAF,6,12.02.2024,Ailina Hamon,TL,308791991
Therapy 3,Therapy-980117,Compound 3,Category 2,0029y00000j0UVWXY7,Indication 2,v78TR98995YRwDiIYJ,Topic 4,Aspect 4,AL785978,Submitted,Digital,889QC45452M3RlrIAF,10,19.01.2024,Tymon Sturton,Others,308792139
Therapy 3,Therapy-979239,Compound 2,Category 3,0029y00000k1ZABCDE5,Indication 3,v78TR98995YRwLnIYJ,Topic 2,Aspect 4,AL788448,Submitted,Digital,1293Q881236LqRjDIK,4,29.04.2024,Robenia Corradini,Others,308792160
Therapy 3,Therapy-984222,Compound 1,Category 1,0029y00000l2FGHIJ1,Indication 1,v78TR98995YRwSuIYJ,Topic 2,Aspect 4,AL788940,Submitted,Digital,1293Q881236LqcJDIS,25,13.06.2024,Barrett Thurlow,Others,308792096
Therapy 3,Therapy-979667,Compound 3,Category 4,0029y00000m3KLMNO6,Indication 2,v78TR98995YRwTYIYR,Topic 1,Aspect 3,AL786392,Submitted,Face 2 Face,1293Q881236LqcJDIS,12,30.04.2024,Lalo Taffurelli,Others,308792139
Therapy 3,Therapy-986331,Compound 2,Category 2,0029y00000n4PQRST4,Indication 3,v78TR98995YRwSEIYR,Topic 2,Aspect 2,AL785959,Submitted,Digital,1293Q881236LqRjDIK,16,20.02.2024,Brittani Dupey,TL,308792073
Therapy 3,Therapy-979513,Compound 1,Category 1,0029y00000o5UVWXY2,Indication 1,v78TR98995YRwQYIYR,Topic 2,Aspect 1,AL790525,Submitted,Digital,889QC45452M3RlrIAF,4,07.01.2024,Amelita Shill,TL,308792128
Therapy 3,Therapy-982946,Compound 2,Category 3,0029y00000p6ZABCDE3,Indication 2,v78TR98995YRwV5IYJ,Topic 1,Aspect 1,AL786632,Submitted,Telephone,1293Q881236LqRjDIK,16,05.05.2024,Zorana Junkin,TL,308792029
Therapy 3,Therapy-979097,Compound 3,Category 4,0029y00000q7FGHIJ9,Indication 3,v78TR98995YRwX1IYJ,Topic 1,Aspect 2,AL789251,Submitted,Digital,889QC45452M3RlrIAF,13,29.02.2024,Dyana Weigh,Others,308792174
Therapy 3,Therapy-978615,Compound 1,Category 1,0029y00000r8KLMNO8,Indication 1,v78TR98995YRwgLIYR,Topic 3,Aspect 1,AL786788,Submitted,VC,1293Q881236UtQ9DIK,18,19.04.2024,Keith Upson,TL,308792162
Therapy 3,Therapy-985331,Compound 2,Category 2,0029y00000s9PQRST7,Indication 2,v78TR98995YRwi2IYE,Topic 2,Aspect 1,AL790184,Submitted,VC,1293Q881236LqcJDIS,16,10.03.2024,Devi Beeton,Others,308791938
Therapy 3,Therapy-985552,Compound 3,Category 3,0029y00000t0UVWXY1,Indication 3,v78TR98995YRwkYIYE,Topic 3,Aspect 2,AL788883,Submitted,Telephone,1293Q881236LqLDIA0,28,15.03.2024,Sandi Wolsey,Others,308791918
Therapy 3,Therapy-983500,Compound 1,Category 4,0029y00000u1ZABCDE0,Indication 1,v78TR98995YRwkkIYE,Topic 1,Aspect 3,AL787170,Submitted,Telephone,1293Q881236LqcJDIS,28,24.02.2024,Raymond Culter,Others,308792062
Therapy 3,Therapy-979049,Compound 2,Category 2,0029y00000v2FGHIJ2,Indication 2,v78TR98995YRwkEIYR,Topic 1,Aspect 4,AL784489,Submitted,Telephone,1293Q881236LqcJDIS,3,11.05.2024,Tarra Philpott,Others,308792016
Therapy 3,Therapy-980410,Compound 1,Category 1,0029y00000w3KLMNO5,Indication 3,v78TR98995YRwq0IYE,Topic 4,Aspect 2,AL789706,Submitted,Telephone,889QC45452M3RlrIAF,27,29.03.2024,Imojean McMeeking,TL,308792157
Therapy 3,Therapy-981293,Compound 3,Category 3,0029y00000x4PQRST6,Indication 1,v78TR98995YRwuRIYE,Topic 3,Aspect 2,AL785376,Submitted,VC,1293Q881236LqcJDIS,5,30.06.2024,Allissa Luisetti,TL,308792129
Therapy 3,Therapy-980496,Compound 2,Category 4,0029y00000y5UVWXY3,Indication 2,v78TR98995YRx1FIYR,Topic 3,Aspect 4,AL791958,Submitted,Digital,1293Q881236LqcJDIS,16,29.03.2024,Daniele Tookill,Others,308792120
Therapy 3,Therapy-978460,Compound 1,Category 2,0029y00000z6ZABCDE7,Indication 3,v78TR98995YRx4IIYR,Topic 2,Aspect 2,AL792238,Submitted,Face 2 Face,1293Q881236LqRJDI0,22,12.05.2024,Halimeda Wren,Others,308792155
Therapy 3,Therapy-983424,Compound 3,Category 3,0029y00000a7FGHIJ0,Indication 1,v78TR98995YRx8EIYE,Topic 1,Aspect 1,AL788207,Submitted,Face to Face,889QC45452M3RlrIAF,2,01.04.2024,Kelli Van de Velde,Others,308792138
Therapy 3,Therapy-981557,Compound 2,Category 1,0029y00000b8KLMNO9,Indication 2,v78TR98995YRwwqIYE,Topic 3,Aspect 2,AL787162,Submitted,VC,1293Q881236LqRjDIK,29,13.03.2024,Vin Matyukon,Others,308791919
Therapy 3,Therapy-982752,Compound 1,Category 4,0029y00000c9PQRST8,Indication 3,v78TR98995YRxD1IYJ,Topic 4,Aspect 2,AL791915,Submitted,Telephone,1293Q881236LqcJDIS,24,10.04.2024,Arlin Stowe,TL,308792143
Therapy 3,Therapy-986369,Compound 2,Category 1,0029y00000d0UVWXY4,Indication 1,v78TR98995YRxF2IYJ,Topic 2,Aspect 1,AL790898,Submitted,Digital,1293Q881236UtQ9DIK,14,03.06.2024,Fletcher Leon,TL,308792149
Therapy 3,Therapy-985705,Compound 3,Category 2,0029y00000e1ZABCDE1,Indication 2,v78TR98995YRwvvIYE,Topic 4,Aspect 3,AL792507,Submitted,Face to Face,1293Q881236LqRjDIK,10,01.06.2024,Ilene Beyne,Others,308791989
Therapy 3,Therapy-985063,Compound 1,Category 3,0029y00000f2FGHIJ6,Indication 3,v78TR98995YRxK2IYJ,Topic 4,Aspect 4,AL791161,Submitted,Telephone,1293Q881236LqRhDIK,3,13.01.2024,Niko Fysh,TL,308791873
Therapy 3,Therapy-984007,Compound 2,Category 1,0029y00000g3KLMNO7,Indication 1,v78TR98995YRxJYIYR,Topic 4,Aspect 1,AL790409,Submitted,VC,889QC45452M3RlrIAF,3,04.01.2024,Shanan Suston,TL,308791935
Therapy 3,Therapy-984732,Compound 3,Category 4,0029y00000h4PQRST2,Indication 2,v78TR98995YRxEUIYR,Topic 2,Aspect 1,AL786015,Submitted,Digital,1293Q881236LqcJDIS,27,06.05.2024,Gladys Liddyard,Others,308792017
Therapy 3,Therapy-982138,Compound 1,Category 2,0029y00000i5UVWXY5,Indication 3,v78TR98995YRxOEIYR,Topic 2,Aspect 1,AL785471,Submitted,VC,1293Q881236LqikDIC,27,12.01.2024,Abel Giraudou,TL,308792133
Therapy 3,Therapy-984307,Compound 2,Category 1,0029y00000j6ZABCDE8,Indication 1,v78TR98995YRxOEIYJ,Topic 4,Aspect 3,AL787671,Submitted,Face to Face,889QC45452M3RlrIAF,22,22.06.2024,Viole Raffeorty,TL,308792116
Therapy 3,Therapy-986643,Compound 1,Category 3,0029y00000k7FGHIJ3,Indication 2,v78TR98995YRxE4IYJ,Topic 1,Aspect 2,AL786476,Submitted,Digital,1293Q881236LqcJDIS,4,13.05.2024,Teri O' Connell,TL,308792133
Therapy 3,Therapy-983498,Compound 3,Category 4,0029y00000l8KLMNO0,Indication 3,v78TR98995YRxQRIYJ,Topic 1,Aspect 1,AL788569,Submitted,Telephone,1293Q881236LqRjDIK,8,26.05.2024,Barton Heatlie,Others,308792101
Therapy 3,Therapy-978789,Compound 2,Category 2,0029y00000m9PQRST1,Indication 1,v78TR98995YRxUKIYR,Topic 3,Aspect 2,AL784608,Submitted,Face to Face,889QC45452M3RlrIAF,17,09.06.2024,Mersey Weightman,Others,308791933
Therapy 3,Therapy-980099,Compound 3,Category 3,0029y00000n0UVWXY9,Indication 2,v78TR98995YRxU0IYJ,Topic 2,Aspect 1,AL786623,Submitted,Digital,889QC45452M3RlrIAF,20,09.01.2024,Carson Bowne,TL,308792078
Therapy 3,Therapy-986037,Compound 1,Category 1,0029y00000o1ZABCDE4,Indication 3,v78TR98995YRxXyIYJ,Topic 3,Aspect 3,AL788968,Submitted,VC,1293Q881236LqRjDIK,3,16.05.2024,Devan Hendrich,Others,308792144
Therapy 3,Therapy-985596,Compound 2,Category 4,0029y00000p2FGHIJ7,Indication 1,v78TR98995YRxYoIYJ,Topic 3,Aspect 2,AL785595,Submitted,Telephone,1293Q881236LqRGDI0,13,14.04.2024,Shalom Waddicor,TL,308791941
Therapy 3,Therapy-986467,Compound 1,Category 1,0029y00000q3KLMNO5,Indication 2,v78TR98995YRxYtIYJ,Topic 4,Aspect 2,AL784407,Submitted,Telephone,1293Q881236LqcJDIS,12,12.06.2024,Loralee Rosewall,Others,308792005
Therapy 3,Therapy-986676,Compound 3,Category 2,0029y00000r4PQRST6,Indication 3,v78TR98995YRxXeIYJ,Topic 2,Aspect 2,AL789967,Submitted,Face to Face,889QC45452M3RlrIAF,29,28.01.2024,Gherardo Tozer,TL,308791969
Therapy 3,Therapy-979076,Compound 2,Category 3,0029y00000s5UVWXY8,Indication 1,v78TR98995YRxRIIYR,Topic 1,Aspect 3,AL784434,Submitted,VC,889QC45452M3RlrIAF,12,01.05.2024,Ansel Jedras,Others,308791965
Therapy 3,Therapy-984615,Compound 1,Category 4,0029y00000t6ZABCDE2,Indication 2,v78TR98995YRxeYIYR,Topic 4,Aspect 3,AL787964,Submitted,Digital,1293Q881236LqcJDIS,29,14.03.2024,Ilysa Alejandro,Others,308792176
Therapy 3,Therapy-987107,Compound 2,Category 1,0029y00000u7FGHIJ9,Indication 3,v78TR98995YRxk9IYE,Topic 2,Aspect 3,AL788731,Submitted,VC,1293Q881236LqRjDIK,5,12.05.2024,Carlyle Hodges,TL,308791956
Therapy 3,Therapy-980071,Compound 3,Category 3,0029y00000v8KLMNO1,Indication 1,v78TR98995YRxuEIYR,Topic 4,Aspect 3,AL790089,Submitted,Face to Face,1293Q881236LqRhDIK,26,01.04.2024,Rebeka Esel,Others,308791893
Therapy 3,Therapy-982593,Compound 1,Category 2,0029y00000w9PQRST0,Indication 2,v78TR98995YRy36IYE,Topic 2,Aspect 1,AL792240,Submitted,Telephone,1293Q881236LqRjDIK,23,22.06.2024,Obidiah MacCartair,TL,308792001
Therapy 3,Therapy-986739,Compound 2,Category 4,0029y00000x0UVWXY3,Indication 3,v78TR98995YRy52IYE,Topic 3,Aspect 3,AL791674,Submitted,Digital,1293Q881236LqRjDIK,9,08.02.2024,Shannon Blackley,TL,308792098
Therapy 3,Therapy-985760,Compound 3,Category 1,0029y00000y1ZABCDE6,Indication 1,v78TR98995YRy5WIYR,Topic 3,Aspect 4,AL788024,Submitted,Telephone,1293Q881236LqRTDI0,6,01.03.2024,Helen Bugg,TL,308791996
Therapy 3,Therapy-983752,Compound 1,Category 2,0029y00000z2FGHIJ4,Indication 2,v78TR98995YRy9EIYR,Topic 3,Aspect 4,AL791631,Submitted,VC,1293Q881236LqRjDIK,22,09.06.2024,Emiline Vairow,TL,308792052
Therapy 3,Therapy-985552,Compound 3,Category 3,0029y00000a3KLMNO2,Indication 3,v78TR98995YRyY8IYJ,Topic 2,Aspect 2,AL784229,Submitted,Face to Face,1293Q881236UtQ9DIK,26,26.06.2024,Karlyn Anderton,TL,308791921
Therapy 3,Therapy-986117,Compound 2,Category 4,0029y00000b4PQRST9,Indication 1,v78TR98995YRy2wIYE,Topic 1,Aspect 2,AL790376,Submitted,Digital,889QC45452M3RlrIAF,22,31.05.2024,Arlette Klimkov,TL,308792086
Therapy 3,Therapy-986976,Compound 1,Category 2,0029y00000c5UVWXY1,Indication 2,v78TR98995YRyERIYJ,Topic 4,Aspect 1,AL787919,Submitted,Telephone,889QC45452M3RlrIAF,11,29.06.2024,Virginia Van Der Weedenburg,Others,308791935
Therapy 3,Therapy-978025,Compound 2,Category 3,0029y00000d6ZABCDE7,Indication 3,v78TR98995YRyYSIYR,Topic 2,Aspect 1,AL788944,Submitted,Face to Face,1293Q881236LqcJDIS,1,26.01.2024,Rani Cesaric,TL,308792138
Therapy 3,Therapy-981695,Compound 3,Category 1,0029y00000e7FGHIJ5,Indication 1,v78TR98995YRy8QIYR,Topic 2,Aspect 3,AL788872,Submitted,VC,1293Q881236LqRhDIK,3,13.02.2024,Terrill McGruar,TL,308791951
Therapy 3,Therapy-981177,Compound 1,Category 4,0029y00000f8KLMNO8,Indication 2,v78TR98995YwR2tIYE,Topic 2,Aspect 4,AL791595,Submitted,Digital,889QC45452M3RlrIAF,23,14.03.2024,Jesse Algy,Others,308792166
Therapy 3,Therapy-983258,Compound 2,Category 2,0029y00000g9PQRST3,Indication 3,v78TR98995YwR3IIYR,Topic 3,Aspect 3,AL789608,Submitted,Telephone,1293Q881236LqRhDIK,17,19.05.2024,Georgeanne Hallor,Others,308792055
Therapy 3,Therapy-983941,Compound 1,Category 1,0029y00000h0UVWXY0,Indication 1,v78TR98995YwR0YIYR,Topic 4,Aspect 3,AL786786,Submitted,VC,1293Q881236LqcJDIS,21,06.02.2024,Hephzibah Isaac,TL,308792152
Therapy 3,Therapy-984442,Compound 3,Category 3,0029y00000i1ZABCDE5,Indication 2,v78TR98995YRvsYIYR,Topic 3,Aspect 4,AL788159,Submitted,Face to Face,1293Q881236LqcJDIS,5,22.04.2024,Dyane Zanini,Others,308791923
Therapy 3,Therapy-987682,Compound 2,Category 4,0029y00000j2FGHIJ3,Indication 3,v78TR98995YwRi9IYE,Topic 3,Aspect 3,AL790266,Submitted,Telephone,1293Q881236UtQ9DIK,9,22.04.2024,Elwood Mordan,TL,308792059
Therapy 3,Therapy-984250,Compound 1,Category 1,0029y00000k3KLMNO6,Indication 1,v78TR98995YwRfyIYE,Topic 4,Aspect 2,AL788700,Submitted,Digital,889QC45452M3RlrIAF,5,22.04.2024,Martguerita Zannotelli,TL,308791933
Therapy 3,Therapy-984598,Compound 2,Category 2,0029y00000l4PQRST1,Indication 2,v78TR98995YwRtqIYE,Topic 1,Aspect 1,AL787170,Submitted,Face to Face,889QC45452M3RlrIAF,27,30.05.2024,Rudd Garvan,TL,308792107
Therapy 3,Therapy-987505,Compound 3,Category 4,0029y00000m5UVWXY2,Indication 3,v78TR98995YwRsiIYE,Topic 3,Aspect 3,AL787861,Submitted,VC,1293Q881236LqRjDIK,5,28.06.2024,Ethelbert Flaubert,TL,308792088
Therapy 3,Therapy-978508,Compound 1,Category 3,0029y00000n6ZABCDE8,Indication 1,v78TR98995YRuEFIYR,Topic 4,Aspect 1,AL785058,Submitted,Digital,1293Q881236LqRGDI0,10,01.03.2024,Griselda Gaspero,TL,308791881
Therapy 3,Therapy-979029,Compound 2,Category 1,0029y00000o7FGHIJ9,Indication 2,v78TR98995YRuwYIYR,Topic 3,Aspect 2,AL784376,Submitted,Telephone,1293Q881236LqRjDIK,26,08.04.2024,Issiah Simenot,TL,308791968
Therapy 3,Therapy-984365,Compound 3,Category 2,0029y00000p8KLMNO4,Indication 3,v78TR98995YRvM8IYJ,Topic 3,Aspect 1,AL790238,Submitted,VC,1293Q881236LqRTDI0,25,21.04.2024,Waverley Camacho,Others,308791999
Therapy 3,Therapy-980302,Compound 1,Category 3,0029y00000q9PQRST0,Indication 1,v78TR98995YRvQKIYR,Topic 3,Aspect 4,AL787643,Submitted,Face to Face,1293Q881236UtQ9DIK,29,14.01.2024,Stanley Antoons,TL,308791955
Therapy 3,Therapy-977879,Compound 3,Category 4,0029y00000r0UVWXY1,Indication 2,v78TR98995YRvRuIYJ,Topic 4,Aspect 3,AL786431,Submitted,Telephone,1293Q8812373uiPDIQ,29,03.05.2024,Benedict Quarlis,TL,308792005
Therapy 3,Therapy-985203,Compound 2,Category 1,0029y00000s1ZABCDE3,Indication 3,v78TR98995YRvo6IYE,Topic 4,Aspect 3,AL787307,Submitted,Digital,1293Q88123708K2DII,11,11.06.2024,Winfield Rechert,TL,308792150
Therapy 3,Therapy-977919,Compound 1,Category 3,0029y00000t2FGHIJ7,Indication 1,v78TR98995YRvqNIYR,Topic 1,Aspect 4,AL784214,Submitted,Digital,1293Q881236UtQ9DIK,14,25.02.2024,Reinhard Naulls,Others,308792045
Therapy 3,Therapy-984215,Compound 2,Category 2,0029y00000u3KLMNO2,Indication 2,v78TR98995YRuRFIYR,Topic 2,Aspect 2,AL787218,Submitted,Face to Face,1293Q881236LqelDIC,12,07.02.2024,Kinnie Chatin,Others,308792029
Therapy 3,Therapy-977992,Compound 3,Category 4,0029y00000v4PQRST5,Indication 3,v78TR98995YRwYKIYR,Topic 2,Aspect 2,AL792833,Submitted,VC,1293Q88123708K2DII,21,02.03.2024,Gwennie Lequeux,Others,308792177
Therapy 3,Therapy-983200,Compound 1,Category 2,0029y00000w5UVWXY6,Indication 1,v78TR98995YRwfeIYE,Topic 1,Aspect 4,AL786580,Submitted,Telephone,1293Q881236UtQ9DIK,6,16.01.2024,Shaina Skym,TL,308792159
Therapy 3,Therapy-981075,Compound 2,Category 1,0029y00000x6ZABCDE1,Indication 2,v78TR98995YRwLTIYR,Topic 2,Aspect 3,AL784418,Submitted,Face to Face,1293Q881236LqLDIA0,3,22.06.2024,Courtnay Ladson,TL,308791900
Therapy 3,Therapy-985748,Compound 1,Category 4,0029y00000y7FGHIJ8,Indication 3,v78TR98995YRwRnIYE,Topic 1,Aspect 4,AL790080,Submitted,VC,1293Q88123708K2DII,25,06.01.2024,Ileane Udey,TL,308792087
Therapy 3,Therapy-983227,Compound 3,Category 3,0029y00000z8KLMNO9,Indication 1,v78TR98995YRx2hIYE,Topic 1,Aspect 2,AL788702,Submitted,Digital,1293Q8812373uiPDIQ,14,31.03.2024,Mersey Dymock,TL,308792034
Therapy 3,Therapy-979907,Compound 2,Category 1,0029y00000a9PQRST4,Indication 2,v78TR98995YRxE2IYJ,Topic 3,Aspect 3,AL791491,Submitted,Telephone,1293Q88123708K2DII,23,29.01.2024,Elayne Ricco,TL,308792141
Therapy 3,Therapy-979829,Compound 1,Category 2,0029y00000b0UVWXY7,Indication 3,v78TR98995YRxJOIYR,Topic 1,Aspect 2,AL784916,Submitted,Face to Face,1293Q8812373uiPDIQ,29,23.04.2024,Phaedra Tremblay,TL,308792030
Therapy 3,Therapy-985048,Compound 3,Category 3,0029y00000c1ZABCDE2,Indication 1,v78TR98995YRxLEIYR,Topic 2,Aspect 3,AL791471,Submitted,Digital,1293Q881236LqelDIC,7,31.01.2024,Clari Gary,TL,308791919
Therapy 3,Therapy-981296,Compound 2,Category 4,0029y00000d2FGHIJ5,Indication 2,v78TR98995YRxLyIYJ,Topic 3,Aspect 3,AL791186,Submitted,VC,1293Q881236LqRGDI0,10,09.05.2024,Guenna Doornbos,TL,308791994
Therapy 3,Therapy-979008,Compound 1,Category 3,0029y00000e3KLMNO3,Indication 3,v78TR98995YRxMoIYJ,Topic 3,Aspect 3,AL787631,Submitted,Telephone,1293Q881236LqelDIC,19,08.05.2024,Penni Dyne,Others,308791961
Therapy 3,Therapy-987474,Compound 2,Category 2,0029y00000f4PQRST6,Indication 1,v78TR98995YRxNRIYJ,Topic 4,Aspect 3,AL791534,Submitted,Face to Face,1293Q881236LqcJDIS,1,20.02.2024,Charin Bullimore,TL,308792133
Therapy 3,Therapy-984126,Compound 3,Category 1,0029y00000g5UVWXY1,Indication 2,v78TR98995YRwYYIYR,Topic 3,Aspect 2,AL792756,Submitted,VC,1293Q881236LqRYDI0,30,01.04.2024,Lusa Lydiate,Others,308791868
Therapy 3,Therapy-980870,Compound 1,Category 4,0029y00000h6ZABCDE9,Indication 3,v78TR98995YRwYYIYR,Topic 3,Aspect 1,AL790456,Submitted,Digital,1293Q881236LqRYDI0,16,17.06.2024,Bernadine Brackenbury,Others,308791913
Therapy 3,Therapy-980297,Compound 2,Category 1,0029y00000i7FGHIJ0,Indication 1,v78TR98995YRxilIYE,Topic 1,Aspect 2,AL791424,Submitted,Telephone,1293Q881236LqRjDIK,1,20.02.2024,Celinda Mintram,Others,308792189
Therapy 3,Therapy-984343,Compound 3,Category 2,0029y00000j8KLMNO8,Indication 2,v78TR98995YRxkEIYR,Topic 2,Aspect 4,AL790485,Submitted,Digital,1293Q881236LqRjDIK,10,03.06.2024,Loydie McBeith,Others,308791986
Therapy 3,Therapy-985142,Compound 1,Category 3,0029y00000k9PQRST3,Indication 3,v78TR98995YRxREIYR,Topic 2,Aspect 2,AL792132,Submitted,Face to Face,1293Q881236VMrzDIG,18,25.05.2024,Bradly Taylor,TL,308791889
Therapy 3,Therapy-984950,Compound 2,Category 4,0029y00000l0UVWXY2,Indication 1,v78TR98995YRy1OIYR,Topic 3,Aspect 3,AL791290,Submitted,Telephone,1293Q881236VMrzDIG,12,01.04.2024,Matilde Fitton,TL,308792125
Therapy 3,Therapy-980447,Compound 1,Category 2,0029y00000m1ZABCDE5,Indication 2,v78TR98995YRyEEIYJ,Topic 1,Aspect 4,AL786238,Submitted,VC,1293Q881236VMrzDIG,22,16.03.2024,Shaina De Bruyne,Others,308792123
Therapy 3,Therapy-978020,Compound 3,Category 1,0029y00000n2FGHIJ6,Indication 3,v78TR98995Ywyw5IYE,Topic 1,Aspect 1,AL787508,Submitted,Face to Face,1293Q881236VMrzDIG,13,24.02.2024,Sella Fisbey,TL,308792148
